Topic,Max_Probability,Document_ID,Abstract
21,0.7255,4024,"Emissions of nitrogen oxides (NO(x), the sum of NO and NO2) from fossil-fuel burning dominate the NO(x) burden of the lower troposphere in many regions. These emissions increase tropospheric ozone and hydroxyl- radical concentrations over their natural 'background' levels, thereby increasing the oxidizing power of the atmosphere. Fossil-fuel emissions of NO(x) (refs 3, 4) account for about half of the global NO(x) source to the atmosphere; other significant sources are from biomass burning, soil emissions, aircraft exhausts and lightning, all primarily continental. However, ocean-going ships burning fossil fuels may also contribute a significant fraction (>10%) to global NO(x) production. Here we use NO(x) emission data and a high-resolution chemistry-transport model to estimate that ship NO(x) emissions result in a more than 100-fold increase in surface NO(x) concentrations in heavily traversed ocean regions. This enhancement has a notable effect on modelled surface ozone and hydroxyl-radical concentrations. In particular, a predicted fivefold increase in the July hydroxyl-radical burden over the northern Atlantic and Pacific oceans would be expected to reduce the atmospheric lifetimes of reactive greenhouse gases- such as methane-as well as to increase aerosol production rates and cloud reflectivities, therefore exerting a cooling influence on the climate.; Emissions of nitrogen oxides (NOx, the sum of NO and NO2) from fossil-fuel burning dominate the NOx burden of the lower troposphere in many regions. These emissions increase tropospheric ozone and hydroxyl-radical concentrations over their natural `background' levels, thereby increasing the oxidizing power of the atmosphere. Fossil-fuel emissions of NOx (refs 3, 4) account for about half of the global NOx source to the atmosphere; other significant sources are from biomass burning, soil emissions, aircraft exhausts and lightning, all primarily continental. However, ocean-going ships burning fossil fuels may also contribute a significant fraction (>10%) to global NOx production. Here we use NOx emission data and a high-resolution chemistry-transport model to estimate that ship NOx emissions result in a more than 100-fold increase in surface NOx concentrations in heavily traversed ocean regions. This enhancement has a notable effect on modelled surface ozone and hydroxyl-radical concentrations. In particular, a predicted fivefold increase in the July hydroxyl-radical burden over the northern Atlantic and Pacific oceans would be expected to reduce the atmospheric lifetimes of reactive greenhouse gases - such as methane - as well as to increase aerosol production rates and cloud reflectivities, therefore exerting a cooling influence on the climate."
22,0.8719,4101,"Agricultural waste burning is a widespread practice throughout the world but there is little information about its pollutant impact. This paper deals with a preliminary study of the pollution observed in Vitoria (Northern Spain) caused by cereal waste burning. The mean hourly flux of pollutants produced by cereal waste burning fires can reach values of 1.4kt of CO2, 13t of TPM and 3t of NOx in the area around Vitoria. Measurements obtained in the area of emission and inside fire plumes show high ratios (NO2/NOx) indicating that nitrogen oxides emitted by the source undergo a rapid transformation in the same area of emission. Results relating to aerosol composition collected in Vitoria during burning periods show an increase in the concentration of K+, NO3- and Cl- ions, that are inter-correlated. The modification of the ionic composition of aerosols also affects the chemistry of the rain collected in Vitoria. During the burning period, it is particularly noticeable that anthropogenic pollution (usually identifiable by the correlation between SO42- and NO3- concentrations) disappears, indicating the existence of an independent source of NO3- not linked to the SO42- source. Similar results were deduced studying BAPMON data collected in Spain during cereal waste burning. Finally, we note that ozone concentration measured at Vitoria is not affected by the pollution generated by the burning fires. Copyright © 2001 Elsevier Science B.V."
23,0.3455,1231,"As governments forced electricity producers to use more renewable energy sources, over a hundred thermal power plants in high-income countries turned to biomass as a partial or complete replacement for coal. Is the co-firing technology appropriate for Vietnam? To assess the technology we build an integrated model simulating the economics, environmental and social implications of blending 5% of rice straw in two existing coal power plants in Vietnam. The business value of co-firing is positive –straw is cheaper than coal– but not large enough to motivate the stakeholders. The external social benefit of co-firing –reduced air-borne pollution– are several times larger than the business value. Within that external benefit, the social value of avoided PM2.5 and NOx emissions dominates the social value of avoided CO2 emissions. The net job creation effect is positive: collecting straw creates more employment than using less coal destroys. This is the first technology assessment of co-firing biomass in coal power plants in Vietnam and one of the first for a subtropical middle-income country. The study only considers rice straw, and it does not address the role of government nor the biomass market functioning. The price of coal is the primary determinant of co-firing business value. There is an empirical economic justification for a public intervention to promote co-firing biomass in Vietnam, mainly as a way to reduce open-field straw burning. Local air quality goals, rather than greenhouse gas reduction policy, can justify such regulations. © 2021 Elsevier Ltd"
24,0.2491,1076,"The COVID-19 pandemic lockdown supposedly provided a ‘window’ of reinstatement to natural resources including the air quality, but the scenario after the phased unlocking is yet to be explored. Consequently, here we evaluated the status of air quality during the 8th phase of unlocking of COVID-19 lockdown (January 2021) at three locations of North India. The first site (S1) was located at Punjab Agricultural University, Ludhiana-PPCB; the second site (S2) at Yamunapuram, Bulandshahr-UPPCB; and the third site (S3) at Okhla Phase-2, Delhi-DPCC. The levels of PM2.5 showed a significant increase of 525.2%, 281.2%, and 185.0% at sites S1, S2 and S3, respectively in the unlock 8 (January 2021), in comparison to its concentration in the lockdown phase. Coherently, the levels of PM10 also showed a prominent increase of 284.5%, 189.1%, and 103.9% at sites S3, S1, and S2, respectively during the unlock 8 as compared to its concentration in the lockdown phase. This rise in the concentration of PM2.5 and PM10 could be primarily attributed to the use of biomass fuel, industrial and vehicular emissions, stubble burning considering the agricultural activities at sites S1 and S2. Site S3 is a major industrial hub and has the highest population density among all three sites. Consequently, the maximum increase (295.7%) in the NO2 levels during the unlock 8 was witnessed at site S3. The strong correlation between PM2.5, PM10, and CO, along with the PM2.5/PM10 ratio confirmed the similar origin of these pollutants at all the three sites. The improvements in the levels of air quality during the COVID-19 lockdown were major overtaken during the various phases of unlocking consequent to the initiation of anthropogenic processes. © 2021 Elsevier Inc."
25,0.9183,4078,"Measurements of ozone (O3) and aerosol distributions were made with an airborne lidar system in the Arctic and sub-Arctic during July-August 1988 as part of the NASA Global Tropospheric Experiment/Arctic Boundary Layer Expedition (ABLE 3A). The tropospheric composition at high latitudes was found to be strongly influenced by stratospheric intrusions. Regions of low-aerosol scattering and enhanced O3 mixing ratios were correlated with descending air from the lower stratosphere. Ozone mixing ratios of 80 ppbv at 6km were common with vertical O3 gradients of over 11 ppbv km-1 observed across the base of strong intrusions. In the mixed layer over the tundra, O3 was in the 25-35 ppbv range with a gradient of 5.5 ppbv km-1, while in continental polar air masses, the average gradient in the lower troposphere was 7.4 ppbv km-1, indicating more downward transport of O3 at higher latitudes. Due to many forest fires that year, plumes from biomass burning sources were observed on several flights over Alaska. Pollution plumes from industrial sources were infrequently observed; however, a few large plumes were found over the North Pacific with greatly enhanced aerosol scattering and with O3 levels exceeding 75 ppbv. -from Authors"
26,0.8077,4075,"During the continuous monitoring of atmospheric parameters at the station Cape Point (34°S, 18°E), a smoke plume originating from a controlled fire of 30-yr-old fynbos was observed on 6 May 1997. For this episode, which was associated with a nocturnal inversion and offshore airflow, atmospheric parameters (solar radiation and meteorological data) were considered and the levels of various trace gases compared with those measured at Cape Point in maritime air. Concentration maxima in the morning of 6 May for CO2, CO, CH4 and O3 amounted to 370.3ppm, 491ppb, 1730ppb and 47ppb, respectively, whilst the mixing ratios of several halocarbons (F-11, F-12, F-113, CCl4 and CH3CCl3) remained at background levels. In the case of CO, the maritime background level for this period was exceeded by a factor of 9.8. Differences in ozone levels of up to 5ppb between air intakes at 4 and 30m above the station (located at 230m above sea level) indicated stratification of the air advected to Cape Point during the plume event. Aerosols within the smoke plume caused the signal of global solar radiation and UV-A to be attenuated from 52.4 to 13.0mWcm-2 and from 2.3 to 1.3mWcm-2, respectively, 5h after the trace gases had reached their maxima. Emission ratios (ERs) calculated for CO and CH4 relative to CO2 mixing ratios amounted to 0.042 and 0.0040, respectively, representing one of the first results for fires involving fynbos. The CO ER is somewhat lower than those given in the literature for African savanna fires (average ER=0.048), whilst for CH4 the ER falls within the range of ERs reported for the flaming (0.0030) and smouldering phases (0.0055) of savanna fires. Non-methane hydrocarbon (NMHC) data obtained from a grab sample collected during the plume event were compared to background levels. The highest ERs (ΔNMHC/ΔCH4) have been obtained for the C2-C3 hydrocarbons (e.g. ethene at 229.3pptppb-1), whilst the C4-C7 hydrocarbons were characterised by the lowest ERs (e.g. n-hexane at 1.0 and n-pentane at 0.8pptppb-1). Copyright (C) 2001 Elsevier Science Ltd.; During the continuous monitoring of atmospheric parameters at the station Cape Point (34°S, 18°E), a smoke plume originating from a controlled fire of 30-yr-old fynbos was observed on 6 May 1997. For this episode, which was associated with a nocturnal inversion and offshore airflow, atmospheric parameters (solar radiation and meteorological data) were considered and the levels of various trace gases compared with those measured at Cape Point in maritime air. Concentration maxima in the morning of 6 May for CO2, CO, CH4 and O3 amounted to 370.3 ppm, 491 ppb, 1730 ppb and 47 ppb, respectively, whilst the mixing ratios of several halocarbons (F-11, F-12, F-113, CCl4 and CH3CCl3) remained at background levels. In the case of CO, the maritime background level for this period was exceeded by a factor of 9.8. Differences in ozone levels of up to 5 ppb between air intakes at 4 and 30 m above the station (located at 230 m above sea level) indicated stratification of the air advected to Cape Point during the plume event. Aerosols within the smoke plume caused the signal of global solar radiation and UV-A to be attenuated from 52.4 to 13.0 mW cm-2 and from 2.3 to 1.3 mW cm-2, respectively, 5 h after the trace gases had reached their maxima. Emission ratios (ERs) calculated for CO and CH4 relative to CO2 mixing ratios amounted to 0.042 and 0.0040, respectively, representing one of the first results for fires involving fynbos. The CO ER is somewhat lower than those given in the literature for African savanna fires (average ER = 0.048), whilst for CH4 the ER falls within the range of ERs reported for the flaming (0.0030) and smouldering phases (0.0055) of savanna fires. Non-methane hydrocarbon (NMHC) data obtained from a grab sample collected during the plume event were compared to background levels. The highest ERs (ΔNMHC/ΔCH4) have been obtained for the C2-C3 hydrocarbons (e.g. ethene at 229.3 ppt ppb-1), whilst the C4-C7 hydrocarbons were characterized by the lowest ERs (e.g. n-hexane at 1.0 and n-pentane at 0.8 ppt ppb-1)."
27,0.7841,102,"Organic aerosols (OA) constitute a large portion of atmospheric aerosols. The detailed sources of OA, especially precursors and formation processes of secondary OA (SOA) in megacities remain unclear, largely due to lack of molecular composition. We characterized the molecular composition of OA using online extractive electrospray ionization time-of-flight mass spectrometer in winter Shanghai. Eleven OA sources were identified using Positive Matrix Factorization (PMF), combined with gas-phase organic precursors and other auxiliary measurements. We identified a plasticizer-related OA source and a primary biomass burning OA source containing likely oxidation products of biogenic volatile organic compounds (VOCs). SOA from photo-oxidation and aged biomass burning contributed substantially (~48%) to OA and dominated in SOA. Possible precursors of photo-oxidation SOA included aromatics and oxygenated VOCs. The nighttime oxidation of aldehydes and ketones by NO3 radicals were important sources of SOA. Aqueous SOA derived from aged biomass burning emissions also contributed markedly to OA. Our results here highlight the previously under-appreciated sources and formation processes of OA in megacities, improving our understanding of OA sources and providing support for more accurate air pollution control strategies. © The Author(s) 2025."
28,0.8212,4016,"Atmospheric aerosol particles in urban and mountain areas around Lhasa city (29.65°N, 91.13°E) in the Tibetan Plateau were collected in the summers of 1998 and 1999. The particles were analyzed with electron microscopes and an energy dispersive X-ray spectrometer. Individual particle morphology, elemental composition and mixture of sulfate and nitrate were investigated. In the urban area, soot particles emitted from vegetation burning were dominant. These particles were characterized by chain or aggregate morphologies, and an elemental composition of potassium and sulfur. Such particles were frequently detected in mountain areas out of the city, where they formed droplets acting as condensation nuclei. Quantitative estimation indicated that sulfur was accumulated onto the soot particles during their dispersion from the urban area to mountain areas. Sulfate and nitrate detections indicated that soot particles collected in the urban area did not contain nitrate and BaCl2-reactive sulfate, which revealed that the combination of sulfur and potassium in the particles was not K2SO4. In contrast, the particles dispersed to mountain areas contained BaCl2-reactive sulfate and some contained nitrate, suggesting that soot particles emitted from the urban area could increase the buffering capacity of aerosol particles and enhance the formation of particulate sulfate through heterogeneous conversion in the Tibetan atmosphere. Copyright © 2001 Elsevier Science Ltd."
29,0.8894,4093,"Asian aerosols in elevated layers over the Pacific Ocean were sampled with NASA wire-impactors and a FSSP optical particle spectrometer-probe aboard the NASA DC-8 aircraft in early March 1994. Strong variations in aerosol properties, primarily aerosol concentration, lead to derived mid-visible extinctions between 0.003 and 0.5/km. FSSP data usually identified two size-modes. The larger 'coarse mode' (radii of 1-3 μm) was assumed to be dust. The composition of the smaller 'accumulation mode' (radii of 0.1-0.3 μm) was based on the analysis of the wire-impactor samples, as significant amounts of soot reduce mid-visible single scattering albedos to the 0.87-0.92 range. Radiative forcing simulations investigated the impact of Asian outflow aerosol on atmospheric radiative fluxes and heating rates. Only events with larger optical depths were important. In those events the solar attenuation of the smaller size mode dominated the net-flux losses at the surface, with values similar those of urban-polluted and/or biomass burning aerosol types (as observed during the TARFOX and INDOEX field experiments). In contrast, changes to net-fluxes at the top of the atmosphere (ToA) for outflow cases are less negative - primarily due to the added greenhouse effect of the dust component. For the climate of the Earth-Atmosphere-System, ToA net-flux losses are considered a cooling, ToA net-flux gains are associated with warming. Weak cooling is determined for the Asian outflow cases under cloud-free conditions. The addition of a reported 50% cloud cover below the aerosol layer causes a switch to slight warming. © 2001 Elsevier Science Ltd. All rights reserved."
30,0.9739,458,"Background Elevated exposures to fine particulate matter (PM2·5) air pollution threaten child health and development. Kerosene and biomass cooking fuels are a source of PM2·5 in sub-Saharan Africa. Potential impacts on child cognitive and neurobehavioral development require investigation. Methods In a cross-sectional observational study, September 2021 − March 2023, we assessed cognitive and neurobehavioral development in 208 Nigerian seven-year-old children using the performance-based KABC-II (neurocognition) and two parent questionnaires: VABS-3 (adaptive behavior) and SDQ (psychological adjustment). We collected data on sociodemographic covariates. We conducted 48-hour PM2·5 (µg/m3) exposure monitoring twice using two RTI MicroPEM™ sensors: indoor (in-home) and personal (body-worn). We examined the relationship between mean PM2·5 exposures and child developmental assessment scores using multiple linear regression, adjusting for child’s age and sex, mother/caregiver’s age and education, and household wealth. Findings A two-fold increase in mean personal PM2·5 exposures was associated with 3·04-unit lower (95 % CI: −4·62, −1·46; p < 0·001) KABC-II scores and 2·18-unit lower (95 % CI: −4·79, 0·43; p = 0·10) VABS-3 scores, after adjustment for covariates. Children in households using clean fuels scored higher on both assessments, although the differences were not significant after adjustment. Those in households using exclusively polluting fuel had lower KABC-II scores after adjustment (−4·07, 95 % CI: −8·12, −0·02; p = 0·049). We found no associations between PM2·5 levels or fuel types and SDQ scores. Interpretation Elevated personal PM2·5 exposures during middle childhood are associated with lower developmental assessment scores in Nigerian seven-year-old children. Household use of polluting cooking fuels contributes to these exposures. © 2025 The Author(s)."
31,0.4539,1979,"Because of fast-paced industrialization, urbanization, and population growth in Indonesia, there are serious health issues in the country resulting from air pollution. This study uses geospatial modelling technologies, namely land-use regression (LUR), geographically weighted regression (GWR), and geographic and temporal weighted regression (GTWR) models, to assess variations in particulate matter (PM10) and nitrogen dioxide (NO2) concentrations in Surabaya City, Indonesia. This is the first study to implement spatiotemporal variability of air pollution concentrations in Surabaya City, Indonesia. To develop the prediction models, air pollution data collected from seven monitoring stations from 2010 to 2018 were used as dependent variables, while land-use/land cover allocations within a 250 m to 5000 m circular buffer range surrounding the monitoring stations were collected as independent variables. A supervised stepwise variable selection procedure was applied to identify the important predictor variables for developing the LUR, GWR, and GTWR models. The developed models of LUR, GWR, and GTWR accounted for 49%, 50%, and 51% of PM10 variations and 46%, 47%, and 48% of NO2 variations, respectively. The GTWR model performed better (R2 = 0.51 for PM10 and 0.48 for NO2) than the other two models (R2 = 0.49–0.50 for PM10 and 0.46–0.47 for NO2), LUR and GWR. In the PM10 model four predictor variables, public facility, industry and warehousing, paddy field, and normalized difference vegetation index (NDVI), were selected during the variable selection procedure. Meanwhile, paddy field, residential area, rainfall, and temperature played important roles in explaining NO2 variations. Because of biomass burning issues in South Asia, the paddy field, which has a positive correlation with PM10 and NO2, was selected as a predictor. By using long-term monitoring data to establish prediction models, this model may better depict PM10 and NO2 concentration variations within areas across Asia. © 2020 by the authors. Licensee MDPI, Basel, Switzerland."
32,0.709,4038,"A factor analysis-multiple regression (FA-MR) model has been used for a source apportionment study in the Tokyo metropolitan area. By a varimax rotated factor analysis, five source types could be identified: refuse incineration, soil and automobile, secondary particles, sea salt and steel mill. Quantitative estimations using the FA-MR model corresponded to the calculated contributing concentrations determined by using a weighted least-squares CMB model. However, the source type of refuse incineration identified by the FA-MR model was similar to that of biomass burning, rather than that produced by an incineration plant. The estimated contributions of sea salt and steel mill by the FA-MR model contained those of other sources, which have the same temporal variation of contributing concentrations. This symptom was caused by a multicollinearity problem. Although this result shows the limitation of the multivariate receptor model, it gives useful information concerning source types and their distribution by comparing with the results of the CMB model. In the Tokyo metropolitan area, the contributions from soil (including road dust), automobile, secondary particles and refuse incineration (biomass burning) were larger than industrial contributions: fuel oil combustion and steel mill. However, since vanadium is highly correlated with SO42- and other secondary particle related elements, a major portion of secondary particles is considered to be related to fuel oil combustion. © 1990."
33,0.6463,4049,"Recent evidence has suggested that woodsmoke exposure in developed countries is associated with acute and chronic health impacts. Accordingly, it is increasingly important to investigate the much higher woodsmoke exposures associated with the use of wood and other biomass for cooking and heating in developing countries. Particulate concentrations were measured in rural Mexican kitchens using biomass combustion for cooking. To investigate differences in indoor particle concentrations between kitchens using different fuels and stove types, measurements were made in eight kitchens using only biomass, six using only liquefied petroleum gas (LPG), six using a combination of biomass and LPG, and three using biomass in ventilated stoves. Outdoor samples were collected at the same time as the indoor samples. PM10 and PM2.5 measurements were made with inertial impactors, and particle light scattering was measured continuously with an integrating nephelometer. Nephelometer and particulate mass measurements were highly correlated (r2 of 0.9 and 0.83 for PM2.5 and PM10, respectively), indicating that the light scattering measurements could be used to estimate short-term concentrations. PM10 and PM2.5 concentrations (mean concentrations of 768 and 555 μg m-3, respectively) in the kitchens burning only biomass were greater than in all other types (biomass > biomass + LPG > ventilated > LPG > outdoor). A similar trend was evident for the indoor/outdoor concentration ratio. Based on the short-term measurements estimated from the nephelometer data, PM10 and PM2.5 cooking period average and 5-min peak concentrations were significantly higher (p < 0.05) in kitchens using only biomass than in those using LPG, a combination of LPG and biomass, or a ventilated biomass stove.; Recent evidence has suggested that woodsmoke exposure in developed countries is associated with acute and chronic health impacts. Particulate concentrations were measured in rural Mexican kitchens using biomass combustion for cooking. To investigate differences in indoor particle concentrations between kitchens using different fuels and stove types, measurements were made in eight kitchens using only biomass, six using only liquefied petroleum gas (LPG), six using a combination of biomass and LPG, and three using biomass in ventilated stoves. Outdoor samples were collected at the same time as the indoor samples. PM10 and PM2.5 measurements were made with inertial impactors, and particle light scattering was measured continuously with an integrating nephelometer. PM10 and PM2.5 concentrations (mean concentrations of 768 and 555 μg m-3, respectively) in the kitchens burning only biomass were greater than in all other types (biomass > biomass + LPG > ventilated > LPG > outdoor). A similar trend was evident for the indoor/outdoor concentration ratio. Based on the short-term measurements estimated from the nephelometer data, PM10 and PM2.5 cooking period average and 5-min peak concentrations were significantly higher (p < 0.05) in kitchens using only biomass than in those using LPG, a combination of LPG and biomass, or a ventilated biomass stove."
34,0.8829,4007,"Regional haze from biomass burning in SE Asia is a recurring air pollution phenomenon with a potential impact on the health of several hundred million people. Air quality data in Brunei Darussalam during the 1998 haze episode revealed that only particulate matter is a significant pollutant. The WHO guideline of 70 μg m-3 for PM10(24 h average) was exceeded on 54 days during the haze episode which lasted from 1 February to 30 April 1998. Concentrations of SO2, NO2, and O3 were all below WHO guidelines and the 8 h guideline for CO was exceeded on only seven occasions. Average daily PM10 concentrations were below 450 μg m-3 but concentrations greater than 600 μg m-3 persisted for several hours at a time and total exposure to such high concentrations could add up to several days over the course of a haze episode. Airborne particles exhibited diurnal variation, typically rising through the night to very high levels in the early morning and thereafter decreasing due largely to meteorological factors. The pollutant standards index (PSI), widely used to report urban air quality, may not be suitable for haze from forest fires as it does not take into account short-term exposure to extremely high particle concentrations of up to 1 mg m-3."
35,0.7566,1578,"<p>Large wildfires exert strong disturbance on regional and global climate systems and ecosystems by perturbing radiative forcing as well as the carbon and water balance between the atmosphere and land surface, while short- and long-term variations in fire weather, terrestrial ecosystems, and human activity modulate fire intensity and reshape fire regimes. The complex climate-fire-ecosystem interactions were not fully integrated in previous climate model studies, and the resulting effects on the projections of future climate change are not well understood. Here we use the fully interactive REgion-Specific ecosystem feedback Fire model (RESFire) that was developed in the Community Earth System Model (CESM) to investigate these interactions and their impacts on climate systems and fire activity. We designed two sets of decadal simulations using CESM-RESFire for present-day (2001-2010) and future (2051-2060) scenarios, respectively, and conducted a series of sensitivity experiments to assess the effects of individual feedback pathways among climate, fire, and ecosystems. Our implementation of RESFire, which includes online land-atmosphere coupling of fire emissions and fire-induced land cover change (LCC), reproduces the observed aerosol optical depth (AOD) from space-based Moderate Resolution Imaging Spectroradiometer (MODIS) satellite products and ground-based AErosol RObotic NETwork (AERONET) data; it agrees well with carbon budget benchmarks from previous studies. We estimate the global averaged net radiative effect of both fire aerosols and fire-induced LCC at <span classCombining double low line""inline-formula""><math xmlnsCombining double low line""http://www.w3.org/1998/Math/MathML"" idCombining double low line""M1"" displayCombining double low line""inline"" overflowCombining double low line""scroll"" dspmathCombining double low line""mathml""><mrow><mo>-</mo><mn mathvariantCombining double low line""normal"">0.59</mn><mo>±</mo><mn mathvariantCombining double low line""normal"">0.52</mn></mrow></math><span><svg:svg xmlns:svgCombining double low line""http://www.w3.org/2000/svg"" widthCombining double low line""64pt"" heightCombining double low line""10pt"" classCombining double low line""svg-formula"" dspmathCombining double low line""mathimg"" md5hashCombining double low line""81225efbee53d3fa37673b300b31505a""><svg:image xmlns:xlinkCombining double low line""http://www.w3.org/1999/xlink"" xlink:hrefCombining double low line""acp-20-995-2020-ie00001.svg"" widthCombining double low line""64pt"" heightCombining double low line""10pt"" srcCombining double low line""acp-20-995-2020-ie00001.png""/></svg:svg></span></span>&thinsp;W&thinsp;m<span classCombining double low line""inline-formula"">-2</span>, which is dominated by fire aerosol-cloud interactions (<span classCombining double low line""inline-formula""><math xmlnsCombining double low line""http://www.w3.org/1998/Math/MathML"" idCombining double low line""M3"" displayCombining double low line""inline"" overflowCombining double low line""scroll"" dspmathCombining double low line""mathml""><mrow><mo>-</mo><mn mathvariantCombining double low line""normal"">0.82</mn><mo>±</mo><mn mathvariantCombining double low line""normal"">0.19</mn></mrow></math><span><svg:svg xmlns:svgCombining double low line""http://www.w3.org/2000/svg"" widthCombining double low line""64pt"" heightCombining double low line""10pt"" classCombining double low line""svg-formula"" dspmathCombining double low line""mathimg"" md5hashCombining double low line""e6f571c6171863e014b049d815ae960f""><svg:image xmlns:xlinkCombining double low line""http://www.w3.org/1999/xlink"" xlink:hrefCombining double low line""acp-20-995-2020-ie00002.svg"" widthCombining double low line""64pt"" heightCombining double low line""10pt"" srcCombining double low line""acp-20-995-2020-ie00002.png""/></svg:svg></span></span>&thinsp;W&thinsp;m<span classCombining double low line""inline-formula"">-2</span>), in the present-day scenario under climatological conditions of the 2000s. The fire-related net cooling effect increases by <span classCombining double low line""inline-formula"">ĝ1/4170</span>&thinsp;% to <span classCombining double low line""inline-formula""><math xmlnsCombining double low line""http://www.w3.org/1998/Math/MathML"" idCombining double low line""M6"" displayCombining double low line""inline"" overflowCombining double low line""scroll"" dspmathCombining double low line""mathml""><mrow><mo>-</mo><mn mathvariantCombining double low line""normal"">1.60</mn><mo>±</mo><mn mathvariantCombining double low line""normal"">0.27</mn></mrow></math><span><svg:svg xmlns:svgCombining double low line""http://www.w3.org/2000/svg"" widthCombining double low line""64pt"" heightCombining double low line""10pt"" classCombining double low line""svg-formula"" dspmathCombining double low line""mathimg"" md5hashCombining double low line""b35b7b37838dbc67785d3c8c2a132cdb""><svg:image xmlns:xlinkCombining double low line""http://www.w3.org/1999/xlink"" xlink:hrefCombining double low line""acp-20-995-2020-ie00003.svg"" widthCombining double low line""64pt"" heightCombining double low line""10pt"" srcCombining double low line""acp-20-995-2020-ie00003.png""/></svg:svg></span></span>&thinsp;W&thinsp;m<span classCombining double low line""inline-formula"">-2</span> in the 2050s under the conditions of the Representative Concentration Pathway 4.5 (RCP4.5) scenario. Such considerably enhanced radiative effect is attributed to the largely increased global burned area (<span classCombining double low line""inline-formula"">+19</span>&thinsp;%) and fire carbon emissions (<span classCombining double low line""inline-formula"">+100</span>&thinsp;%) from the 2000s to the 2050s driven by climate change. The net ecosystem exchange (NEE) of carbon between the land and atmosphere components in the simulations increases by 33&thinsp;% accordingly, implying that biomass burning is an increasing carbon source at short-term timescales in the future. High-latitude regions with prevalent peatlands would be more vulnerable to increased fire threats due to climate change, and the increase in fire aerosols could counter the projected decrease in anthropogenic aerosols due to air pollution control policies in many regions. We also evaluate two distinct feedback mechanisms that are associated with fire aerosols and fire-induced LCC, respectively. On a global scale, the first mechanism imposes positive feedbacks to fire activity through enhanced droughts with suppressed precipitation by fire aerosol-cloud interactions, while the second one manifests as negative feedbacks due to reduced fuel loads by fire consumption and post-fire tree mortality and recovery processes. These two<span idCombining double low line""page996""/> feedback pathways with opposite effects compete at regional to global scales and increase the complexity of climate-fire-ecosystem interactions and their climatic impacts.</p>. © 2020 Copernicus GmbH. All rights reserved."
36,0.7848,1787,"<p>Aerosols from biomass burning (BB) emissions are poorly constrained in global and regional models, resulting in a high level of uncertainty in understanding their impacts. In this study, we compared six BB aerosol emission datasets for 2008 globally as well as in 14 regions. The six BB emission datasets are (1) GFED3.1 (Global Fire Emissions Database version 3.1), (2) GFED4s (GFED version 4 with small fires), (3) FINN1.5 (FIre INventory from NCAR version 1.5), (4) GFAS1.2 (Global Fire Assimilation System version 1.2), (5) FEER1.0 (Fire Energetics and Emissions Research version 1.0), and (6) QFED2.4 (Quick Fire Emissions Dataset version 2.4). The global total emission amounts from these six BB emission datasets differed by a factor of 3.8, ranging from 13.76 to 51.93&thinsp;Tg for organic carbon and from 1.65 to 5.54&thinsp;Tg for black carbon. In most of the regions, QFED2.4 and FEER1.0, which are based on satellite observations of fire radiative power (FRP) and constrained by aerosol optical depth (AOD) data from the Moderate Resolution Imaging Spectroradiometer (MODIS), yielded higher BB aerosol emissions than the rest by a factor of 2-4. By comparison, the BB aerosol emissions estimated from GFED4s and GFED3.1, which are based on satellite burned-area data, without AOD constraints, were at the low end of the range. In order to examine the sensitivity of model-simulated AOD to the different BB emission datasets, we ingested these six BB emission datasets separately into the same global model, the NASA Goddard Earth Observing System (GEOS) model, and compared the simulated AOD with observed AOD from the AErosol RObotic NETwork (AERONET) and the Multiangle Imaging SpectroRadiometer (MISR) in the 14 regions during 2008. In Southern Hemisphere Africa (SHAF) and South America (SHSA), where aerosols tend to be clearly dominated by smoke in September, the simulated AOD values were underestimated in almost all experiments compared to MISR, except for the QFED2.4 run in SHSA. The model-simulated AOD values based on FEER1.0 and QFED2.4 were the closest to the corresponding AERONET data, being, respectively, about 73&thinsp;% and 100&thinsp;% of the AERONET observed AOD at Alta Floresta in SHSA and about 49&thinsp;% and 46&thinsp;% at Mongu in SHAF. The simulated AOD based on the other four BB emission datasets accounted for only <span classCombining double low line""inline-formula"">ĝ1/450</span>&thinsp;% of the AERONET AOD at Alta Floresta and <span classCombining double low line""inline-formula"">ĝ1/420</span>&thinsp;% at Mongu. Overall, during the biomass burning peak seasons, at most of the selected AERONET sites in each region, the AOD values simulated with QFED2.4 were the highest and closest to AERONET and MISR observations, followed closely by FEER1.0. However, the QFED2.4 run tends to overestimate AOD in the region of SHSA, and the QFED2.4 BB emission dataset is tuned with the GEOS model. In contrast, the FEER1.0 BB emission dataset is derived in a more model-independent fashion and is more physically based since its<span idCombining double low line""page970""/> emission coefficients are independently derived at each grid box. Therefore, we recommend the FEER1.0 BB emission dataset for aerosol-focused hindcast experiments in the two biomass-burning-dominated regions in the Southern Hemisphere, SHAF, and SHSA (as well as in other regions but with lower confidence). The differences between these six BB emission datasets are attributable to the approaches and input data used to derive BB emissions, such as whether AOD from satellite observations is used as a constraint, whether the approaches to parameterize the fire activities are based on burned area, FRP, or active fire count, and which set of emission factors is chosen.</p>. © 2020 Copernicus GmbH. All rights reserved."
